group_name,value
0,33563
1,43426
2,55976
3,48985
4,46053
5,45195
6,44779
7,43891
8,43475
9,45483
10,45569
11,46291
12,43640
13,43322
14,43780
15,44130
16,43132
17,44944
18,42507
19,40254
20,40861
21,37953
22,39685
23,40855
24,41711
25,43058
26,44295
27,45232
28,46107
29,46781
30,49205
31,44461
32,45850
33,44485
34,42691
35,43836
36,42183
37,45403
38,46548
39,51342
40,52027
41,48006
42,43695
43,42709
44,43402
45,46958
46,46425
47,47442
48,46524
49,46542
50,47356
51,43726
52,44130
53,43713
54,42618
55,44136
56,41019
57,39513
58,37138
59,36936
60,37212
61,38240
62,39703
63,39667
64,30165
65,31457
66,29614
67,30201
68,27017
69,24055
70,23681
71,21795
72,20423
73,18403
74,16518
75,15709
76,14620
77,14130
78,12520
79,11779
80,11057
81,9819
82,9495
83,8816
84+,41460
