group_name,value
0,520446
1,503467
2,488444
3,482585
4,477055
5,471821
6,467083
7,463034
8,459725
9,457148
10,455120
11,452573
12,448371
13,442398
14,434941
15,425953
16,416072
17,406205
18,396163
19,385910
20,375445
21,364908
22,354635
23,345016
24,335637
25,326297
26,316848
27,306718
28,295864
29,284205
30,271972
31,259966
32,249207
33,239816
34,231662
35,224754
36,218449
37,211778
38,204762
39,197272
40,189439
41,181560
42,174025
43,166857
44,160074
45,153697
46,147519
47,141387
48,135291
49,129235
50,123305
51,117646
52,112443
53,107735
54,103524
55,99740
56,96087
57,92234
58,88115
59,83738
60,79178
61,74725
62,70673
63,67085
64,63964
65,61242
66,58620
67,55807
68,52722
69,49369
70,45777
71,42046
72,38275
73,34491
74,30662
75,26926
76,23519
77,20642
78,18336
79,16696
80,15567
81,14558
82,12725
83,10493
84+,30598
