group_name,value
0,158433
1,158142
2,158511
3,158951
4,159722
5,159803
6,160289
7,160202
8,159695
9,155176
10,153208
11,151740
12,150674
13,150164
14,149914
15,149579
16,148963
17,148006
18,145138
19,142683
20,141700
21,141607
22,143906
23,145159
24,144642
25,141892
26,138496
27,137045
28,135690
29,133681
30,132355
31,130714
32,128786
33,126612
34,124790
35,122261
36,118645
37,114744
38,110835
39,106892
40,102775
41,98532
42,94248
43,90374
44,86474
45,82825
46,79965
47,77234
48,74509
49,71517
50,68799
51,66467
52,64058
53,61563
54,59335
55,57585
56,55688
57,53767
58,52038
59,49825
60,47485
61,45512
62,43389
63,41081
64,38394
65,35678
66,33242
67,30852
68,28518
69,26117
70,23810
71,21726
72,19743
73,17893
74,15962
75,14198
76,12723
77,11360
78,10088
79,8796
80,7658
81,6699
82,5794
83,4952
84+,18980
