group_name,value
0,83446
1,82356
2,78353
3,72615
4,70593
5,73677
6,74265
7,71611
8,68542
9,65801
10,66332
11,59849
12,62789
13,62574
14,63491
15,64151
16,72859
17,73046
18,80663
19,86043
20,98480
21,101750
22,110114
23,114518
24,111606
25,111763
26,116124
27,119840
28,117286
29,116742
30,121705
31,116454
32,118521
33,113557
34,112911
35,112251
36,107690
37,104304
38,105983
39,100904
40,104835
41,97576
42,93086
43,92641
44,97949
45,99225
46,107847
47,114217
48,116052
49,121361
50,120743
51,121432
52,114288
53,115450
54,108908
55,116987
56,110214
57,98623
58,99757
59,93387
60,95022
61,96586
62,73591
63,83346
64,68886
65,48372
66,35763
67,29135
68,51269
69,64367
70,67451
71,70234
72,69719
73,67552
74,52059
75,43351
76,35174
77,37326
78,40568
79,36637
80,36049
81,31416
82,28289
83,24673
84+,83489
