group_name,value
0,9862
1,10276
2,10930
3,10605
4,11679
5,11562
6,11990
7,11648
8,11796
9,11564
10,11925
11,12266
12,12660
13,13010
14,13116
15,13522
16,13376
17,13434
18,12599
19,11711
20,11952
21,11682
22,11352
23,10973
24,10837
25,11285
26,11792
27,12226
28,12960
29,13553
30,14084
31,14335
32,14509
33,14291
34,14567
35,15018
36,16097
37,16132
38,17401
39,18287
40,19533
41,20599
42,20912
43,20356
44,19339
45,18774
46,18244
47,17732
48,17739
49,13178
50,16991
51,15908
52,16337
53,16039
54,16359
55,16830
56,18016
57,18076
58,17295
59,18740
60,19225
61,19383
62,21143
63,22491
64,24575
65,26876
66,30368
67,27560
68,26859
69,16707
70,16937
71,19685
72,19975
73,20893
74,20686
75,17218
76,15154
77,15649
78,16271
79,15982
80,14711
81,13929
82,13542
83,13357
84+,66767
