group_name,value
0,53266
1,52235
2,52368
3,53000
4,53756
5,54749
6,55587
7,56008
8,55528
9,55230
10,55251
11,54447
12,53916
13,51186
14,50706
15,50390
16,49304
17,47082
18,46310
19,46250
20,46783
21,46174
22,43717
23,41660
24,40849
25,41073
26,41674
27,40908
28,40053
29,39616
30,39819
31,40483
32,40687
33,40559
34,40469
35,40054
36,39237
37,36477
38,34649
39,32755
40,30859
41,28702
42,26542
43,24515
44,22596
45,20713
46,18952
47,17331
48,15744
49,14388
50,13314
51,12700
52,12187
53,11749
54,11408
55,11147
56,10913
57,10648
58,10380
59,10042
60,9727
61,9547
62,9252
63,8926
64,8560
65,8148
66,7703
67,7225
68,6678
69,6157
70,5581
71,5026
72,4493
73,3994
74,4448
75,3754
76,3171
77,2796
78,2507
79,2283
80,2108
81,1963
82,1831
83,1683
84+,7792
