group_name,value
0,68723
1,90821
2,114770
3,101704
4,95215
5,93886
6,93538
7,94753
8,97051
9,98381
10,100419
11,97412
12,97455
13,95764
14,93654
15,96805
16,95360
17,94449
18,87728
19,88957
20,87237
21,86631
22,88104
23,89765
24,92527
25,89795
26,90113
27,91747
28,93322
29,99319
30,98279
31,93698
32,91805
33,89969
34,83523
35,90417
36,87570
37,94652
38,98771
39,105230
40,101907
41,97166
42,96328
43,96183
44,100389
45,107093
46,106820
47,106184
48,104769
49,110218
50,108367
51,106647
52,107934
53,104205
54,104479
55,101025
56,96342
57,94117
58,90576
59,86269
60,87512
61,86774
62,86471
63,88827
64,69720
65,73796
66,62899
67,67119
68,61728
69,58736
70,54603
71,50484
72,49009
73,44182
74,43705
75,38950
76,36652
77,35467
78,34759
79,33631
80,30958
81,28717
82,28920
83,25394
84+,121664
