group_name,value
1,23220
2,23004
3,22893
4,22762
5,22683
6,22659
7,22613
8,22526
9,22571
10,22622
11,22626
12,22588
13,22643
14,22705
15,22731
16,22724
17,22906
18,23037
19,23280
20,23450
21,23631
22,23274
23,22703
24,22037
25,21336
26,20555
27,19884
28,19669
29,19511
30,19302
31,18971
32,18553
33,18204
34,17765
35,17233
36,16768
37,16327
38,15906
39,15527
40,15203
41,14914
42,14656
43,14436
44,14226
45,14014
46,13771
47,13491
48,13168
49,12804
50,12405
51,11966
52,11501
53,10999
54,10475
55,9958
56,9448
57,8952
58,8466
59,7998
60,7547
61,7106
62,6684
63,6276
64,5880
65,5501
66,5139
67,4791
68,4458
69,4135
70,3825
71,3532
72,3273
73,3085
74,2973
75,2847
76,2590
77,2306
78,2045
79,1796
80,1565
81,1353
82,1159
83,981
84,821
85+,2953
