group_name,value
0,44444
1,59809
2,76391
3,67455
4,64077
5,63541
6,63063
7,62823
8,64182
9,61484
10,64508
11,64805
12,62623
13,62010
14,61312
15,64048
16,61705
17,61656
18,57025
19,56125
20,56892
21,56824
22,57696
23,58356
24,60394
25,59274
26,57064
27,60317
28,61130
29,63838
30,63675
31,60460
32,62259
33,59504
34,56441
35,59953
36,57743
37,58872
38,62623
39,65579
40,63666
41,61589
42,62890
43,64029
44,66249
45,70450
46,70018
47,72181
48,71071
49,73090
50,73137
51,72975
52,70966
53,69073
54,70267
55,68966
56,67244
57,65503
58,62565
59,58498
60,58384
61,58451
62,59934
63,55983
64,42032
65,42233
66,42999
67,42692
68,37315
69,36090
70,34264
71,33086
72,32090
73,27632
74,25527
75,25632
76,22599
77,21987
78,20877
79,20398
80,20428
81,18820
82,18705
83,16122
84+,77989
