group_name,value
0,22368
1,23363
2,24432
3,25109
4,25307
5,24271
6,23928
7,23763
8,23429
9,23642
10,23883
11,24692
12,25046
13,25245
14,25476
15,26170
16,26917
17,26235
18,25914
19,26091
20,26311
21,27029
22,26496
23,25831
24,25831
25,26232
26,25997
27,26323
28,26046
29,25464
30,25217
31,24506
32,24441
33,24106
34,24985
35,24795
36,25323
37,25806
38,27094
39,28787
40,29823
41,28828
42,28675
43,28093
44,27350
45,27809
46,28357
47,28985
48,29080
49,29031
50,29625
51,28473
52,28267
53,27285
54,26880
55,26323
56,25633
57,25085
58,25159
59,24271
60,24284
61,23878
62,23202
63,22769
64,24729
65,20015
66,19037
67,17840
68,16399
69,15809
70,14529
71,14252
72,14266
73,13237
74,12936
75,12098
76,11281
77,10971
78,10464
79,9989
80,9931
81,9572
82,8800
83,8305
84+,39639
