group_name,value
0,267678
1,271407
2,276652
3,283062
4,289647
5,296159
6,294099
7,288748
8,296037
9,299800
10,306683
11,321129
12,327938
13,323453
14,325132
15,319817
16,314967
17,313696
18,312171
19,311526
20,311437
21,311609
22,311906
23,312337
24,312462
25,312052
26,311241
27,310718
28,306248
29,302194
30,300320
31,298563
32,294564
33,288513
34,282786
35,275735
36,270639
37,268036
38,265307
39,262630
40,255229
41,248489
42,242200
43,235648
44,229121
45,222874
46,217011
47,211307
48,205795
49,200420
50,195098
51,189803
52,184503
53,179177
54,173709
55,168225
56,162707
57,157198
58,151716
59,146158
60,140578
61,135039
62,129576
63,124242
64,119030
65,113968
66,109068
67,104276
68,99548
69,94881
70,90261
71,85669
72,81083
73,76619
74,72897
75,66372
76,58961
77,54081
78,50324
79,46201
80,41834
81,37350
82,33016
83,28936
84+,138861
