group_name,value
0,1620723
1,1726819
2,1886715
3,1789425
4,1899316
5,1932140
6,1901570
7,2024383
8,2050084
9,2106496
10,2067945
11,2049905
12,1941768
13,1866563
14,1813551
15,1843905
16,1753558
17,1755492
18,1779689
19,1876622
20,1802204
21,1724278
22,1670156
23,1515236
24,1379107
25,1454886
26,1304797
27,1334758
28,1342489
29,1262452
30,1215811
31,1242013
32,1180124
33,1211014
34,1128399
35,1215417
36,1247131
37,1199810
38,1106707
39,1164946
40,1206540
41,1083978
42,1046716
43,1032219
44,954973
45,954007
46,817950
47,875222
48,704551
49,776392
50,689302
51,682788
52,685473
53,659915
54,648246
55,532414
56,582419
57,602322
58,570357
59,552316
60,523178
61,475751
62,434479
63,471562
64,429181
65,382111
66,383006
67,321294
68,371015
69,383686
70,337617
71,256113
72,210617
73,159430
74,156459
75,158750
76,162974
77,135842
78,156603
79,100941
80,107707
81,99688
82,69335
83,34291
84+,268784
