group_name,value
0,7019
1,7316
2,7750
3,7755
4,7685
5,8295
6,8359
7,8323
8,8385
9,8118
10,8659
11,8750
12,8918
13,9322
14,9325
15,9880
16,10003
17,9605
18,8413
19,7131
20,7255
21,6881
22,7118
23,7903
24,8191
25,8385
26,8826
27,8826
28,9530
29,9741
30,10133
31,10201
32,10436
33,10513
34,10669
35,11381
36,11701
37,12338
38,13136
39,13855
40,14524
41,15202
42,15314
43,14743
44,13894
45,13468
46,12949
47,12383
48,12478
49,9166
50,12273
51,11434
52,11188
53,11108
54,10973
55,11360
56,12516
57,12300
58,11851
59,12679
60,13418
61,12354
62,14192
63,14520
64,15959
65,16712
66,20504
67,19101
68,18498
69,10173
70,10744
71,12373
72,11934
73,13345
74,12133
75,10350
76,8725
77,9707
78,10212
79,10040
80,8610
81,8774
82,9231
83,9812
84+,45710
