group_name,value
0,905967
1,866728
2,837588
3,808903
4,780978
5,778141
6,764033
7,743213
8,724560
9,705758
10,686765
11,673302
12,652552
13,633282
14,610248
15,588536
16,567032
17,545966
18,526013
19,501849
20,477683
21,454418
22,432184
23,412418
24,393212
25,370463
26,351720
27,334856
28,321445
29,313047
30,301231
31,290800
32,281462
33,270183
34,264177
35,257779
36,249690
37,243386
38,234751
39,227142
40,220147
41,213590
42,206380
43,197823
44,188771
45,178462
46,169514
47,160691
48,151433
49,142198
50,133461
51,124944
52,117084
53,109412
54,102570
55,96222
56,90164
57,84668
58,79549
59,74915
60,70909
61,67188
62,63728
63,60286
64,56975
65,54005
66,51137
67,48340
68,45550
69,42848
70,40150
71,37396
72,34625
73,31702
74,27381
75,25352
76,23683
77,20518
78,17822
79,15893
80,13821
81,11596
82,9405
83,7365
84+,19211
