group_name,value
0,37560
1,38674
2,37457
3,35156
4,32316
5,32510
6,31225
7,31367
8,29385
9,27488
10,26969
11,25158
12,25546
13,25238
14,25563
15,27586
16,30831
17,29928
18,31460
19,33556
20,37457
21,39085
22,42976
23,46004
24,45935
25,47706
26,48112
27,52825
28,51282
29,48317
30,48340
31,45175
32,44724
33,42878
34,41701
35,44410
36,40308
37,39200
38,38098
39,37251
40,36778
41,34739
42,33853
43,33024
44,33836
45,35510
46,37383
47,41314
48,42696
49,45986
50,49734
51,47855
52,48511
53,46512
54,46529
55,46666
56,44312
57,39936
58,40239
59,38565
60,38692
61,35927
62,28203
63,28780
64,22856
65,16418
66,12550
67,11516
68,16057
69,19913
70,23004
71,23209
72,22885
73,22850
74,18560
75,16189
76,13595
77,12950
78,12733
79,11779
80,12733
81,10180
82,10145
83,8415
84+,25472
