group_name,value
0,6531
1,7867
2,9902
3,9853
4,8939
5,8979
6,8541
7,8205
8,7968
9,7560
10,8287
11,7931
12,7923
13,7545
14,6708
15,7312
16,7736
17,7752
18,7197
19,6981
20,7794
21,7789
22,8024
23,8531
24,8653
25,8911
26,8816
27,9138
28,9130
29,8941
30,8755
31,8242
32,7926
33,7351
34,7086
35,7382
36,6798
37,7142
38,7537
39,8222
40,8020
41,7509
42,7343
43,6908
44,7545
45,8003
46,8237
47,8896
48,8785
49,8978
50,9952
51,9810
52,10125
53,9705
54,10024
55,9740
56,9253
57,8956
58,9043
59,7947
60,7893
61,7629
62,7652
63,7164
64,5478
65,5539
66,5286
67,5142
68,4607
69,4219
70,4100
71,3917
72,3626
73,3361
74,3064
75,2585
76,2544
77,2602
78,2823
79,2823
80,2657
81,2367
82,2091
83,1689
84+,9830
