group_name,value
0,211704
1,324308
2,372899
3,347395
4,306721
5,311722
6,319640
7,320891
8,323725
9,343895
10,354646
11,352896
12,353646
13,388069
14,427076
15,445413
16,489254
17,529511
18,576353
19,615026
20,673788
21,749718
22,819646
23,786390
24,763053
25,702543
26,683206
27,631529
28,650699
29,657868
30,661785
31,684789
32,699459
33,703793
34,717128
35,743551
36,776722
37,803560
38,834233
39,857071
40,889659
41,883658
42,907662
43,906912
44,930500
45,941752
46,934084
47,924748
48,912830
49,874656
50,849235
51,825481
52,818229
53,796976
54,813313
55,808478
56,783223
57,759303
58,693457
59,640865
60,586021
61,515759
62,470667
63,428993
64,388069
65,367982
66,343561
67,320973
68,293385
69,284300
70,277216
71,276132
72,260046
73,241209
74,223873
75,216205
76,193784
77,201453
78,182782
79,155361
80,144859
81,128439
82,115353
83,102268
84+,468166
