group_name,value
1,436511
2,432673
3,429266
4,458688
5,477058
6,518621
7,543686
8,562075
9,577781
10,566430
11,565185
12,566099
13,545844
14,555201
15,549620
16,542390
17,549833
18,546797
19,577002
20,610858
21,616485
22,612897
23,616365
24,622762
25,624480
26,628148
27,629939
28,628027
29,627749
30,629664
31,633119
32,635800
33,635433
34,632942
35,629208
36,626761
37,623504
38,613924
39,604766
40,595088
41,584083
42,568311
43,543251
44,516988
45,493111
46,471461
47,450370
48,427657
49,410151
50,397680
51,387129
52,375815
53,360947
54,347856
55,337339
56,327983
57,319075
58,309358
59,301836
60,296679
61,291762
62,284047
63,272268
64,259906
65,247481
66,234440
67,221430
68,208914
69,197955
70,187618
71,177419
72,166500
73,153638
74,140546
75,128137
76,115166
77,101921
78,88700
79,76747
80,66581
81,59156
82,53081
83,47679
84,42721
85+,214669
