group_name,value
0,14720
1,15183
2,15994
3,15781
4,16340
5,16445
6,16458
7,16474
8,16271
9,15989
10,15897
11,16371
12,16757
13,17251
14,17610
15,17597
16,17744
17,17844
18,16399
19,14919
20,14741
21,14988
22,15152
23,14981
24,14999
25,15550
26,16583
27,17155
28,18018
29,18912
30,19183
31,20095
32,19546
33,19986
34,19967
35,20919
36,21265
37,21433
38,22169
39,22950
40,23343
41,23798
42,23750
43,22730
44,21737
45,21326
46,21534
47,21219
48,22951
49,18374
50,22293
51,21355
52,21582
53,21889
54,22244
55,23059
56,23850
57,23637
58,23524
59,25275
60,25926
61,26067
62,26522
63,28092
64,28774
65,30157
66,32306
67,29630
68,27464
69,16873
70,17361
71,20276
72,20485
73,20858
74,20950
75,19022
76,17462
77,18018
78,19287
79,18014
80,17300
81,16479
82,16042
83,16262
84+,84684
