group_name,value
0,208040
1,209078
2,216635
3,225040
4,261341
5,263799
6,237733
7,261469
8,246285
9,256066
10,264078
11,266717
12,264411
13,254474
14,270740
15,272830
16,282900
17,271161
18,278779
19,261655
20,263750
21,224207
22,234777
23,202679
24,219294
25,193359
26,209191
27,207095
28,192057
29,175428
30,181269
31,176437
32,165335
33,175654
34,155570
35,177304
36,171811
37,164914
38,150102
39,137556
40,140356
41,136621
42,133419
43,141908
44,126430
45,116365
46,108788
47,114177
48,105223
49,109854
50,115009
51,103329
52,109580
53,90362
54,100750
55,101562
56,100485
57,86632
58,94391
59,85512
60,83450
61,85952
62,75433
63,74125
64,70600
65,48969
66,51378
67,45474
68,44955
69,45421
70,37736
71,33545
72,26731
73,27965
74,22742
75,19996
76,21719
77,21542
78,25566
79,15947
80,16099
81,13343
82,8463
83,6525
84+,36507
