group_name,value
0,8602
1,8875
2,9347
3,9430
4,9310
5,9634
6,10088
7,10359
8,10346
9,10076
10,10225
11,10256
12,10828
13,11021
14,11282
15,11563
16,11298
17,11595
18,11311
19,11376
20,11552
21,11454
22,11098
23,10936
24,10589
25,10391
26,10889
27,11084
28,11582
29,11590
30,11718
31,12193
32,12344
33,12517
34,12774
35,13500
36,13837
37,14659
38,15236
39,16376
40,17926
41,18256
42,19020
43,18024
44,17144
45,16588
46,15536
47,15240
48,15380
49,11660
50,14914
51,13824
52,14240
53,13350
54,13318
55,13748
56,13606
57,14142
58,13098
59,13968
60,14706
61,14925
62,14818
63,15694
64,16400
65,19191
66,22975
67,22296
68,21591
69,11161
70,11553
71,14704
72,15079
73,15791
74,13386
75,11639
76,9630
77,10400
78,10170
79,10990
80,9248
81,9173
82,8830
83,9412
84+,43665
