group_name,value
0,51728
1,53870
2,56429
3,54564
4,58182
5,58908
6,59545
7,60658
8,59797
9,59695
10,60001
11,61825
12,62439
13,64483
14,64686
15,66014
16,65822
17,67098
18,70820
19,73928
20,76500
21,76028
22,73181
23,70079
24,68651
25,68790
26,71371
27,73656
28,75276
29,76734
30,80787
31,83144
32,84140
33,85528
34,86440
35,89032
36,92894
37,96408
38,100506
39,105961
40,112552
41,121340
42,124972
43,123419
44,119566
45,115218
46,113797
47,107018
48,108216
49,84003
50,101333
51,92514
52,89110
53,84057
54,81765
55,81212
56,81731
57,79963
58,77794
59,80832
60,85443
61,84556
62,89904
63,96225
64,102320
65,112955
66,124191
67,119612
68,115972
69,74357
70,77343
71,94285
72,94419
73,95289
74,87049
75,77287
76,63590
77,63970
78,61237
79,58786
80,50956
81,44313
82,41303
83,37225
84+,172465
