group_name,value
0,33342
1,43574
2,54175
3,49581
4,46018
5,46107
6,45737
7,44954
8,44370
9,44033
10,46464
11,45737
12,44363
13,46134
14,42248
15,44967
16,44830
17,43574
18,39213
19,39584
20,40078
21,40888
22,41033
23,40944
24,41925
25,42255
26,42316
27,43807
28,44239
29,42859
30,43196
31,40044
32,41603
33,39769
34,40765
35,41438
36,37050
37,37147
38,39048
39,43024
40,43841
41,41177
42,40935
43,41919
44,42165
45,45729
46,48201
47,47865
48,50131
49,50796
50,52294
51,49609
52,49952
53,49870
54,48819
55,48805
56,46485
57,46059
58,44906
59,41960
60,40518
61,40353
62,40051
63,39296
64,29799
65,29861
66,28323
67,28921
68,26689
69,24965
70,24265
71,23524
72,22975
73,22192
74,19033
75,18806
76,16808
77,16650
78,17502
79,18154
80,17543
81,16548
82,16300
83,13759
84+,74341
