group_name,value
1,252975
2,251528
3,250400
4,249055
5,247929
6,247026
7,246304
8,245776
9,245359
10,244896
11,244372
12,243653
13,242715
14,241677
15,240445
16,239259
17,237941
18,236728
19,231254
20,228859
21,227015
22,224565
23,223474
24,223119
25,222393
26,218896
27,215839
28,214858
29,211370
30,208702
31,206067
32,203591
33,201489
34,196319
35,191228
36,185937
37,179578
38,173457
39,167345
40,162834
41,157397
42,152674
43,148483
44,144177
45,139999
46,136347
47,132465
48,128340
49,122862
50,119054
51,115020
52,110769
53,107359
54,103493
55,99902
56,96184
57,92249
58,88278
59,84572
60,81096
61,77622
62,74034
63,70444
64,66895
65,63238
66,59552
67,55923
68,52279
69,48900
70,45468
71,42330
72,39278
73,36474
74,33765
75,30458
76,28939
77,28007
78,25896
79,23377
80,20791
81,18274
82,15931
83,13774
84,11844
85+,58384
