group_name,value
0,336982
1,341732
2,344640
3,346868
4,372118
5,382476
6,410149
7,432665
8,443973
9,450622
10,446311
11,472185
12,484220
13,495632
14,504517
15,527473
16,509205
17,508093
18,500251
19,498340
20,493020
21,481627
22,487066
23,495035
24,489190
25,480957
26,493117
27,492757
28,499329
29,509774
30,529396
31,545476
32,544362
33,554572
34,564651
35,576711
36,581888
37,595433
38,613434
39,628873
40,648595
41,682410
42,702426
43,765409
44,764438
45,796495
46,807823
47,817567
48,812210
49,807148
50,784786
51,781389
52,768150
53,758425
54,751190
55,742635
56,746207
57,745956
58,727164
59,737334
60,698971
61,672783
62,651128
63,641124
64,621720
65,604796
66,583855
67,539870
68,519548
69,490884
70,486294
71,479456
72,445985
73,432481
74,440066
75,454729
76,407477
77,381946
78,387891
79,360303
80,344864
81,287459
82,255209
83,299076
84+,1815023
