group_name,value
0,14797
1,15132
2,15652
3,15856
4,16019
5,16568
6,16336
7,16779
8,16831
9,16426
10,16393
11,17420
12,17584
13,18146
14,18291
15,18931
16,18871
17,19427
18,19196
19,18915
20,19083
21,18784
22,18621
23,18040
24,17907
25,18219
26,18806
27,19253
28,19890
29,19867
30,20990
31,21394
32,21468
33,21085
34,21128
35,21718
36,21756
37,23252
38,24334
39,26312
40,27971
41,29505
42,29665
43,28571
44,27380
45,25983
46,25551
47,23894
48,23594
49,18767
50,23352
51,22473
52,21671
53,21618
54,20897
55,21945
56,23026
57,23032
58,22267
59,23535
60,23339
61,22950
62,25207
63,25820
64,29115
65,30668
66,36078
67,34817
68,32216
69,20530
70,21781
71,24723
72,24815
73,24880
74,24225
75,19144
76,17085
77,18483
78,19528
79,19001
80,16228
81,14934
82,16843
83,19166
84+,82683
