group_name,value
0,3989565
1,3919737
2,3855067
3,3786295
4,3694156
5,3563062
6,3435325
7,3339309
8,3234873
9,3141269
10,3063962
11,3047342
12,3041032
13,3011450
14,2983101
15,2980119
16,2957089
17,2917697
18,2873727
19,2799840
20,2725614
21,2668759
22,2597756
23,2520045
24,2455257
25,2377671
26,2316640
27,2247786
28,2169596
29,2099367
30,2020391
31,1939368
32,1845115
33,1763060
34,1678517
35,1603151
36,1533685
37,1436810
38,1341403
39,1254972
40,1185691
41,1155710
42,1133627
43,1104386
44,1067606
45,1027452
46,986762
47,946199
48,903943
49,860016
50,827307
51,800646
52,777818
53,753546
54,727238
55,701496
56,676265
57,643367
58,613680
59,585797
60,556480
61,526467
62,495405
63,465119
64,435614
65,396959
66,359459
67,335516
68,316097
69,294876
70,271504
71,248210
72,225961
73,203844
74,203201
75,185484
76,172835
77,154545
78,136172
79,118572
80,102171
81,87162
82,73650
83,61585
84+,220604
