group_name,value
0,162198
1,165713
2,167837
3,170902
4,170084
5,168828
6,168827
7,169640
8,168923
9,171416
10,174436
11,180104
12,181292
13,188629
14,192075
15,200873
16,203939
17,200206
18,202620
19,203851
20,203974
21,204666
22,198020
23,193204
24,194984
25,197861
26,196393
27,195372
28,197665
29,195490
30,198793
31,193067
32,191864
33,190155
34,194755
35,198502
36,203094
37,199738
38,203619
39,207633
40,220367
41,219602
42,220832
43,219997
44,223885
45,238142
46,252121
47,256249
48,258369
49,253105
50,255470
51,245482
52,236885
53,231587
54,224666
55,217973
56,216317
57,204716
58,196274
59,191100
60,189097
61,183508
62,179439
63,180644
64,180245
65,146911
66,138445
67,135730
68,128602
69,119476
70,112810
71,109084
72,104314
73,99657
74,93570
75,91995
76,85657
77,79322
78,77946
79,75931
80,73547
81,66926
82,63403
83,48703
84+,259579
