group_name,value
1,5742
2,5889
3,5948
4,6165
5,6406
6,6620
7,6820
8,7019
9,7236
10,7457
11,7690
12,7917
13,8029
14,7959
15,7690
16,7234
17,6629
18,6083
19,5718
20,5563
21,5623
22,5902
23,6410
24,7151
25,8128
26,9335
27,10704
28,11978
29,12981
30,13681
31,14083
32,14219
33,14225
34,14171
35,14089
36,13954
37,13757
38,13426
39,12944
40,12279
41,11473
42,10540
43,9630
44,8803
45,8057
46,7413
47,6885
48,6420
49,6023
50,5671
51,5371
52,5115
53,4876
54,4641
55,4380
56,4121
57,3854
58,3608
59,3413
60,3266
61,3152
62,3070
63,2993
64,2875
65,2703
66,2491
67,2242
68,1988
69,1753
70,1542
71,1352
72,1188
73,1053
74,961
75,894
76,855
77,813
78,801
79,768
80,729
81,664
82,586
83,512
84,439
85+,2006
