group_name,value
0,14417
1,14540
2,13596
3,12574
4,12356
5,12359
6,12605
7,12619
8,11795
9,11172
10,10053
11,10125
12,10756
13,10812
14,10991
15,11261
16,12923
17,12411
18,14068
19,16026
20,17629
21,18257
22,19485
23,19466
24,19344
25,19550
26,19913
27,21072
28,20234
29,19288
30,19771
31,19706
32,19304
33,19120
34,19198
35,18988
36,18980
37,18139
38,18561
39,18187
40,17833
41,16358
42,16515
43,16942
44,17629
45,17623
46,18477
47,20147
48,20088
49,21169
50,21220
51,20877
52,21099
53,20388
54,20072
55,21577
56,20125
57,19209
58,19461
59,18593
60,18704
61,19617
62,13209
63,16121
64,12669
65,8399
66,6545
67,5375
68,10352
69,13125
70,13199
71,14309
72,13345
73,13544
74,9933
75,9263
76,7545
77,7593
78,7327
79,7676
80,7071
81,6458
82,5995
83,5412
84+,17899
