group_name,value
0,30
1,29
2,29
3,26
4,23
5,24
6,24
7,22
8,21
9,20
10,20
11,20
12,22
13,22
14,22
15,23
16,24
17,23
18,24
19,25
20,28
21,28
22,30
23,32
24,32
25,32
26,34
27,32
28,32
29,30
30,32
31,29
32,29
33,27
34,28
35,28
36,28
37,27
38,27
39,27
40,28
41,25
42,27
43,25
44,26
45,28
46,27
47,31
48,31
49,32
50,34
51,32
52,31
53,30
54,29
55,29
56,29
57,26
58,26
59,26
60,25
61,25
62,19
63,21
64,17
65,11
66,9
67,11
68,15
69,18
70,20
71,21
72,20
73,20
74,16
75,14
76,9
77,8
78,9
79,9
80,11
81,9
82,8
83,7
84+,21
