group_name,value
0,19824
1,24393
2,26066
3,26385
4,23606
5,24368
6,24435
7,26676
8,28432
9,25641
10,27214
11,26039
12,25340
13,25346
14,25714
15,25416
16,26289
17,26934
18,28504
19,27788
20,30510
21,31192
22,29890
23,32087
24,31523
25,31994
26,31851
27,32546
28,32565
29,32965
30,32116
31,32282
32,31678
33,29982
34,30775
35,30286
36,31512
37,28999
38,29882
39,28094
40,27174
41,26327
42,26923
43,26713
44,25070
45,21941
46,21250
47,19589
48,20993
49,21193
50,18309
51,17495
52,18606
53,17489
54,17572
55,17232
56,15919
57,15578
58,18379
59,17291
60,16323
61,15115
62,14399
63,13409
64,12158
65,11815
66,10551
67,10405
68,9775
69,8296
70,8030
71,6121
72,5552
73,5142
74,5492
75,5401
76,5638
77,3701
78,4419
79,3168
80,2882
81,2421
82,2451
83,1727
84+,7286
