group_name,value
0,311090
1,412183
2,492000
3,420792
4,387708
5,365387
6,353519
7,345341
8,344295
9,364464
10,353150
11,372766
12,397794
13,434627
14,490462
15,542915
16,619904
17,687669
18,709313
19,727577
20,766317
21,809177
22,874482
23,823443
24,775726
25,700212
26,654770
27,587620
28,576921
29,572370
30,555398
31,535598
32,524099
33,542362
34,574461
35,629620
36,687546
37,716447
38,735140
39,751313
40,750452
41,742950
42,736309
43,726040
44,703472
45,703902
46,675493
47,633739
48,614800
49,585776
50,574216
51,534737
52,521946
53,520655
54,508972
55,514629
56,510570
57,495627
58,459532
59,437271
60,403635
61,364157
62,333042
63,318960
64,307769
65,282065
66,273394
67,253655
68,240496
69,226292
70,218974
71,211780
72,205999
73,179926
74,160064
75,149549
76,138665
77,134483
78,114068
79,103676
80,83506
81,71208
82,62599
83,50608
84+,223647
