group_name,value
1,172061
2,175403
3,178175
4,171699
5,175410
6,177648
7,177157
8,174492
9,173420
10,171686
11,167250
12,166999
13,162832
14,162842
15,158603
16,153496
17,149519
18,146992
19,143324
20,144303
21,145282
22,140614
23,137794
24,137941
25,133690
26,133479
27,129753
28,127572
29,123808
30,123548
31,122679
32,121820
33,120989
34,119779
35,118966
36,117480
37,115995
38,116272
39,115623
40,115621
41,115667
42,112755
43,110438
44,110385
45,109262
46,105417
47,107339
48,109873
49,107524
50,103829
51,100234
52,97658
53,97394
54,93198
55,88219
56,84452
57,78582
58,80142
59,78720
60,77045
61,74167
62,73854
63,72829
64,74941
65,72008
66,70573
67,69039
68,68091
69,68407
70,65734
71,65779
72,65501
73,64054
74,62518
75,55567
76,54225
77,57743
78,51366
79,39641
80,32740
81,27649
82,25285
83,25547
84,24901
85+,169507
