group_name,value
0,8391
1,9113
2,9910
3,9775
4,9955
5,10045
6,10177
7,10543
8,10213
9,10128
10,10065
11,10298
12,10497
13,10720
14,11015
15,11096
16,11041
17,11336
18,10590
19,9829
20,9363
21,9198
22,9141
23,9021
24,9601
25,9815
26,10494
27,10579
28,11506
29,11923
30,12182
31,12241
32,12770
33,12810
34,13189
35,13610
36,14047
37,14476
38,14890
39,15701
40,16108
41,16472
42,16368
43,15933
44,15390
45,14752
46,14830
47,14149
48,14656
49,10774
50,13997
51,13529
52,13941
53,13518
54,13745
55,14524
56,15320
57,15030
58,15101
59,16358
60,16506
61,16475
62,17778
63,18314
64,19779
65,21024
66,23774
67,21672
68,20316
69,12182
70,13114
71,15092
72,14665
73,15366
74,14695
75,13099
76,11839
77,12344
78,13207
79,12230
80,11613
81,11167
82,10887
83,10588
84+,55222
