group_name,value
0,245854
1,236281
2,231877
3,228609
4,226106
5,222931
6,219233
7,215134
8,211359
9,210588
10,209728
11,209515
12,206716
13,202863
14,199695
15,195901
16,190912
17,186818
18,181222
19,177155
20,175553
21,172071
22,166963
23,162364
24,157500
25,152448
26,147246
27,141907
28,136256
29,132396
30,128345
31,123592
32,119183
33,115026
34,111047
35,107737
36,104428
37,100662
38,96984
39,93585
40,89967
41,86595
42,83219
43,80020
44,77048
45,74206
46,71087
47,68211
48,65566
49,63036
50,59992
51,57437
52,55043
53,52718
54,50426
55,48277
56,46291
57,44068
58,41926
59,39944
60,37846
61,35685
62,33669
63,31591
64,29551
65,27627
66,25759
67,23948
68,22120
69,20365
70,18536
71,17024
72,15552
73,14226
74,11869
75,11059
76,10919
77,9580
78,8505
79,7398
80,6260
81,5233
82,4334
83,3556
84+,11826
