group_name,value
0,662467
1,893719
2,1074613
3,951348
4,838092
5,819550
6,796266
7,800691
8,763817
9,757601
10,719042
11,699552
12,674372
13,706189
14,748752
15,754020
16,804274
17,853895
18,922271
19,1010873
20,1120652
21,1263934
22,1373713
23,1320509
24,1253925
25,1144568
26,1081355
27,1009398
28,988433
29,951348
30,915949
31,909943
32,903938
33,933859
34,991066
35,1068713
36,1146780
37,1231169
38,1271625
39,1330623
40,1381719
41,1388042
42,1435134
43,1368761
44,1337787
45,1289113
46,1242021
47,1170696
48,1089678
49,988749
50,881182
51,800165
52,756653
53,752544
54,807751
55,850735
56,861480
57,896459
58,860216
59,814914
60,768347
61,710298
62,678060
63,617585
64,574179
65,523610
66,471355
67,433110
68,426789
69,416043
70,410881
71,408669
72,401399
73,366000
74,336712
75,320698
76,297203
77,289829
78,261068
79,225773
80,200277
81,172359
82,166038
83,138646
84+,612319
