group_name,value
0,1759
1,1632
2,1729
3,1837
4,1836
5,1587
6,1838
7,1751
8,1747
9,1704
10,1674
11,1928
12,1823
13,1831
14,2236
15,2339
16,2311
17,2431
18,2480
19,2324
20,2188
21,2112
22,1951
23,1739
24,1827
25,1734
26,1815
27,2081
28,2026
29,2098
30,1868
31,1751
32,1860
33,1866
34,1668
35,1779
36,1855
37,2046
38,1897
39,1951
40,2072
41,2107
42,2383
43,2301
44,2462
45,2522
46,2968
47,3044
48,2711
49,2579
50,2353
51,2351
52,2232
53,2580
54,2677
55,2997
56,2905
57,2784
58,2627
59,2482
60,2228
61,2287
62,2284
63,2584
64,2814
65,2259
66,1952
67,1836
68,1368
69,1299
70,1450
71,1629
72,1426
73,1203
74,1026
75,856
76,816
77,878
78,903
79,818
80,863
81,767
82,674
83,467
84+,2812
