group_name,value
0,1328607
1,1285805
2,1255536
3,1223438
4,1191260
5,1161896
6,1133082
7,1105102
8,1078484
9,1051395
10,1021229
11,988742
12,955761
13,922998
14,890276
15,854914
16,820467
17,786212
18,752552
19,719145
20,687360
21,657399
22,630166
23,604565
24,582586
25,562689
26,546712
27,532342
28,518929
29,506094
30,493556
31,481452
32,471029
33,458069
34,445095
35,431386
36,417126
37,403239
38,388252
39,372721
40,356630
41,341409
42,327017
43,312717
44,299129
45,286080
46,273480
47,261975
48,250675
49,239768
50,228999
51,218773
52,210633
53,204284
54,197566
55,188825
56,179812
57,171691
58,164161
59,156775
60,149336
61,141744
62,133997
63,125650
64,117655
65,109598
66,101451
67,93476
68,85670
69,78087
70,70769
71,63788
72,57180
73,51420
74,45631
75,42407
76,39274
77,35125
78,30819
79,26712
80,22958
81,19616
82,16652
83,14006
84+,51767
