group_name,value
0,40874
1,41842
2,43721
3,44395
4,45428
5,46246
6,46765
7,48052
8,47372
9,47154
10,47318
11,49225
12,50734
13,51882
14,53538
15,54714
16,54553
17,55324
18,53533
19,52161
20,51975
21,50908
22,49188
23,48318
24,48352
25,49759
26,51306
27,53112
28,54406
29,55606
30,58403
31,60037
32,61017
33,60943
34,62064
35,64632
36,65725
37,69673
38,72692
39,77074
40,82363
41,88027
42,90493
43,88330
44,86449
45,83928
46,83189
47,78696
48,78272
49,61097
50,76190
51,70553
52,70169
53,67927
54,64400
55,65563
56,66864
57,64461
58,61604
59,64967
60,66234
61,67227
62,71892
63,74959
64,82261
65,87903
66,103498
67,99169
68,92300
69,55815
70,60453
71,72030
72,71394
73,75036
74,70067
75,58898
76,49734
77,52013
78,52994
79,53185
80,46664
81,40676
82,41874
83,41057
84+,194146
