group_name,value
1,17920
2,18252
3,19526
4,19184
5,19926
6,20289
7,20995
8,21127
9,21299
10,21831
11,21800
12,22808
13,22824
14,23430
15,22868
16,23087
17,21292
18,20339
19,19472
20,19357
21,18638
22,19046
23,19339
24,21017
25,20638
26,21349
27,22197
28,22884
29,22823
30,23141
31,23358
32,23463
33,25061
34,25451
35,26449
36,28558
37,28969
38,28275
39,29179
40,29632
41,30124
42,31197
43,32116
44,32839
45,33053
46,32677
47,32241
48,32808
49,31730
50,30806
51,30812
52,30388
53,29604
54,28351
55,29031
56,29522
57,30433
58,31352
59,31213
60,30076
61,29767
62,29554
63,29332
64,28470
65,27760
66,27291
67,27548
68,28239
69,27760
70,26827
71,26605
72,25580
73,23881
74,23826
75,21316
76,19780
77,18539
78,16315
79,11511
80,13472
81,14314
82,13565
83,11982
84,11227
85+,67294
