group_name,value
1,22101
2,23250
3,24712
4,26622
5,28709
6,29412
7,29889
8,31184
9,31366
10,29885
11,29165
12,29428
13,29174
14,29351
15,29797
16,28569
17,27420
18,27768
19,28317
20,28931
21,29803
22,29914
23,31256
24,33703
25,35552
26,35728
27,36131
28,36962
29,37858
30,37896
31,40946
32,43946
33,43921
34,42951
35,41004
36,40807
37,42062
38,41581
39,39838
40,38960
41,38576
42,35567
43,35116
44,34745
45,35091
46,35392
47,36132
48,36760
49,36838
50,37437
51,37989
52,39581
53,41084
54,40494
55,39932
56,39841
57,39512
58,39560
59,39229
60,40369
61,40631
62,41996
63,43387
64,42685
65,41473
66,40034
67,36689
68,33211
69,32107
70,29997
71,27679
72,28153
73,27292
74,26573
75,26531
76,23151
77,20434
78,18808
79,19636
80,16473
81,18286
82,19026
83,17531
84,16109
85+,93806
