group_name,value
0,312234
1,413293
2,471748
3,436293
4,384691
5,371939
6,364194
7,380460
8,380401
9,393689
10,408349
11,421695
12,452442
13,485631
14,524362
15,559936
16,604209
17,669217
18,651044
19,649911
20,660459
21,668860
22,703421
23,684353
24,667847
25,648184
26,619881
27,580374
28,581089
29,562855
30,546588
31,532288
32,520966
33,545695
34,586690
35,640676
36,692993
37,726004
38,733036
39,749124
40,741259
41,712358
42,713193
43,687273
44,668980
45,668503
46,665881
47,613445
48,596879
49,580970
50,539200
51,526269
52,493258
53,493437
54,478719
55,476336
56,470795
57,451905
58,427117
59,394643
60,361274
61,328322
62,303475
63,283037
64,259380
65,236619
66,217789
67,198185
68,183943
69,169643
70,178044
71,174707
72,175720
73,161539
74,147536
75,138419
76,127693
77,127336
78,118815
79,101773
80,86341
81,75913
82,65962
83,55713
84+,211413
